title,rg_refs,chunk_type,text,batch_id,agentic_chunk_id,source,method,text_length,has_title,has_text,has_rg_refs,too_short,too_long,passes_basic_qa
Timeframe for Customer Advocate Escalation,['RG 271.110'],requirement,"If a complainant chooses to escalate their complaint to the customer advocate, the total time spent dealing with the complaint must not exceed the relevant maximum IDR timeframe set out at Table 2. The total time includes both the IDR process and the customer advocate review. Note 1: For the purposes of calculating the timeframe referred to in RG 271.110, time stops running on the date that the IDR response is sent to the complainant. Time starts to run again from the date that the complainant notifies the financial firm that they wish to escalate the complaint to the customer advocate. Note 2: We have set out further information on the customer advocate’s role in improving financial firms’ IDR processes, and our requirements for financial firms in relation to customer advocate recommendations, at RG 271.111.",11,batch_11_chunk_4,ASIC RG 271,agentic_rg_aware,820,True,True,True,False,False,True
Linking IDR Process with AFCA Access,['RG 271.111'],requirement,"For the financial dispute resolution system to be fully effective, financial firms need to establish appropriate links between their IDR process and AFCA. A complaint may go through the IDR process but remain unresolved, or may not be resolved within the relevant maximum IDR timeframe. In this instance, the IDR process must require the firm to: (a) inform the complainant that they have a right to pursue their complaint with AFCA; and (b) provide details about how to access AFCA.",11,batch_11_chunk_5,ASIC RG 271,agentic_rg_aware,483,True,True,True,False,False,True
Details Required in IDR Responses and Delay Notifications,"['RG 271.112', 'RG 271.113']",requirement,"The IDR responses and IDR delay notifications financial firms provide to complainants must contain these details: see RG 271.113. Firms should also provide details about how a complainant can access AFCA in a range of disclosure documents, including: (a) Financial Services Guides; (b) Product Disclosure Statements (PDSs), including short-form PDSs; (c) Credit Guides; (d) periodic statements (including exit statements); and (e) forms and notices issued under the National Credit Code.",11,batch_11_chunk_6,ASIC RG 271,agentic_rg_aware,487,True,True,True,False,False,True
Communications to Consumers About Complaint Management,['RG 271.114'],requirement,"Firms’ broader communications to consumers about their arrangements for managing complaints—including the publicly available complaint management policy, brochures explaining how to complain, relevant website frequently asked questions (FAQs) and call centre scripting—should also effectively inform complainants of: (a) their right to take their complaint to AFCA if they are dissatisfied; and (b) the contact details of AFCA.",11,batch_11_chunk_7,ASIC RG 271,agentic_rg_aware,427,True,True,True,False,False,True
Direct Referral of Complaints to AFCA,['RG 271.115'],requirement,"A financial firm may wish to directly refer a complaint to AFCA for resolution. This may occur where a firm has given an IDR response to the complainant, but the complaint remains unresolved and the complainant has not escalated it to AFCA. Firms wishing to make such a referral need to obtain the consent of the complainant(s) to do so: see RG 267.99.",11,batch_11_chunk_8,ASIC RG 271,agentic_rg_aware,352,True,True,True,False,False,True
Complaints Involving Hardship Notices and Enforcement Postponement,['RG 271.116'],requirement,"When complaints involve hardship notices or requests for postponement of enforcement proceedings, interest and other default charges may continue to accrue. This may increase the need for financial firms to directly refer complaints to AFCA. The complainant’s consent to the referral also needs to be obtained in these circumstances: see RG 267.100.",11,batch_11_chunk_9,ASIC RG 271,agentic_rg_aware,349,True,True,True,False,False,True
Systemic Issues and Consumer Complaints,[],overview,"Consumer complaints are a key risk indicator for systemic issues within a financial firm. The early identification and resolution of systemic issues by financial firms should prevent these matters being escalated to AFCA. Boards and owners of smaller financial firms must set clear accountabilities for complaints handling functions, including the management of systemic issues identified through consumer complaints. Financial firms must also have robust systems in place to ensure that possible systemic issues are investigated, followed up and reported on.",11,batch_11_chunk_10,ASIC RG 271,agentic_rg_aware,559,True,True,False,False,False,False
Systemic issues and consumer complaints,['RG 271.117'],overview,"Consumer complaints are a key risk indicator for systemic issues within a financial firm. A systemic issue is a matter that affects, or has the potential to affect, more than one consumer. Some examples include: (a) a disclosure document that is inadequate or misleading; (b) a systems issue that produces errors—for example, benefit calculation errors or interest calculation errors; (c) a unit pricing error that incorrectly allocates investment earnings to members; (d) a documented procedure that does not comply with legal requirements—for example, it permits privacy requirements to be breached; (e) a procedural weakness that is liable to recur; (f) an erroneous interpretation of a superannuation trust deed provision; and (g) a group insurance administration error that does not record cover for eligible members.",12,batch_12_chunk_0,ASIC RG 271,agentic_rg_aware,822,True,True,True,False,False,True
Board accountability for complaints handling,['RG 271.118'],requirement,"Boards must set clear accountabilities for complaints handling functions, including the management of systemic issues identified through consumer complaints.",12,batch_12_chunk_1,ASIC RG 271,agentic_rg_aware,157,True,True,True,False,False,True
Reporting on consumer complaints and systemic issues,['RG 271.119'],requirement,"If a financial firm provides reports to the board and/or executive committees, the reports must include metrics and analysis of consumer complaints including about systemic issues identified through those complaints.",12,batch_12_chunk_2,ASIC RG 271,agentic_rg_aware,216,True,True,True,False,False,True
Financial firm obligations for managing systemic issues,['RG 271.120'],requirement,"Financial firms must: (a) encourage and enable staff to escalate possible systemic issues they identify from individual complaints; (b) regularly analyse complaint data sets to identify systemic issues; (c) promptly escalate possible systemic issues to appropriate areas within the firm for investigation and action; and (d) report internally on the outcome of investigations, including actions taken, in a timely manner. Note: Some smaller firms may not have escalation processes to investigate systemic issues. They must still act in a timely manner to investigate possible systemic issues identified from complaints.",12,batch_12_chunk_3,ASIC RG 271,agentic_rg_aware,619,True,True,True,False,False,True
Action following confirmation of systemic issues,['RG 271.121'],requirement,"If an investigation confirms that a systemic issue exists, we expect the financial firm to take prompt action to identify affected consumers and provide fair remediation.",12,batch_12_chunk_4,ASIC RG 271,agentic_rg_aware,170,True,True,True,False,False,True
Role of early identification in preventing escalation to AFCA,['RG 271.122'],overview,"The early identification and resolution of systemic issues by financial firms should prevent these matters being escalated to AFCA. AFCA also has a statutory responsibility to identify, refer and report systemic issues to a regulator where it considers that there is a systemic issue arising from its consideration of a complaint: see RG 267.65.",12,batch_12_chunk_5,ASIC RG 271,agentic_rg_aware,345,True,True,True,False,False,True
AFCA reporting obligations for systemic issues,['RG 271.123'],requirement,"AFCA must make a report to a regulator (ASIC, the Australian Prudential Regulation Authority or the Australian Taxation Office) as soon as practicable—but no later than 15 calendar days—after AFCA considers that there is a systemic issue.",12,batch_12_chunk_6,ASIC RG 271,agentic_rg_aware,238,True,True,True,False,False,True
Internal Dispute Resolution (IDR) standards overview,['RG 271.124'],overview,"Our IDR standards reflect the requirements for effective complaint management in AS/NZS 10002:2014 and other matters we consider relevant, given our own regulatory experience. We expect that our IDR standards can be adapted by financial firms to suit the nature, scale and complexity of their business. This section sets out our IDR standards for: • top-level commitment to effective, fair and timely complaint management; • enabling complaints; • resourcing; • responsiveness; • objectivity and fairness; • complaint management policies and procedures; • data collection, analysis and internal reporting; and • continuous improvement of the IDR process.",12,batch_12_chunk_7,ASIC RG 271,agentic_rg_aware,654,True,True,True,False,False,True
Expectation for compliance with IDR standards,['RG 271.125'],requirement,"We expect financial firms to comply with our IDR standards for the design, implementation, and ongoing improvement of financial firms’ IDR processes. ‘Process’ refers to the totality of all procedures, documents, policies, resources, systems, governance and arrangements in place to manage complaints.",12,batch_12_chunk_8,ASIC RG 271,agentic_rg_aware,301,True,True,True,False,False,True
Basis of IDR standards and applicability of AS/NZS 10002:2014,['RG 271.126'],overview,"Our IDR standards reflect the requirements for effective complaint management set out in AS/NZS 10002:2014 and other matters we consider relevant given our own regulatory experience. AS/NZS 10002:2014 does not apply exclusively to financial services or credit, and has been drafted broadly so that it can: (a) apply to any industry in which consumers participate; and (b) be implemented by a business of any size.",12,batch_12_chunk_9,ASIC RG 271,agentic_rg_aware,413,True,True,True,False,False,True
Adaptability of IDR standards to firm size and complexity,['RG 271.127'],overview,"We expect that the IDR standards can be adapted by financial firms to suit the nature, scale and complexity of their business.",12,batch_12_chunk_10,ASIC RG 271,agentic_rg_aware,126,True,True,True,True,False,False
Commitment and culture in complaint management,['RG 271.128'],requirement,We expect financial firms to develop and maintain a positive complaint management culture that welcomes and values complaints. A positive complaint management culture can produce beneficial outcomes for both consumers and financial firms.,12,batch_12_chunk_11,ASIC RG 271,agentic_rg_aware,238,True,True,True,False,False,True
Top-level commitment to complaint management,['RG 271.129'],requirement,"Boards (if applicable), chief executives and senior management should be actively interested in and support effective complaint management by: (a) having board and/or senior management oversight of the IDR process; (b) providing adequate resources, including training and support to staff managing complaints; (c) establishing and promoting a complaint management policy and procedure; (d) implementing information technology (IT) systems and reporting procedures to ensure timely and effective complaint management and monitoring; and (e) establishing clear roles and responsibilities for the management of complaints.",12,batch_12_chunk_12,ASIC RG 271,agentic_rg_aware,619,True,True,True,False,False,True
People focus in complaint management culture,['RG 271.130'],requirement,The culture of the firm should: (a) recognise that everyone has a right to complain; and (b) be open to receiving complaints and demonstrate a commitment to resolving complaints through action.,12,batch_12_chunk_13,ASIC RG 271,agentic_rg_aware,193,True,True,True,False,False,True
Staff approach to complainants,['RG 271.131'],requirement,"The firm should encourage staff to treat complainants with respect, be helpful and adopt a user-friendly approach to complaint management. This is particularly important where complaints involve default notices, hardship notices or requests for postponement of enforcement proceedings.",12,batch_12_chunk_14,ASIC RG 271,agentic_rg_aware,285,True,True,True,False,False,True
Publicising complaints information,['RG 271.132'],requirement,"Firms should widely publicise information about how and where complaints may be made, by: (a) publishing their complaints policy online and making it available in hard copy on request. Information about the IDR process should be readily available, not just at the time a consumer wishes to make a complaint; (b) including information about the IDR process in product welcome packs. It is a requirement to include details about accessing the IDR process in Financial Services Guides, PDSs, Credit Guides and periodic statements; and (c) providing training to all staff, not just complaints management staff, about the IDR process.",13,batch_13_chunk_0,ASIC RG 271,agentic_rg_aware,629,True,True,True,False,False,True
Promoting awareness and sourcing complaints from vulnerable groups,['RG 271.133'],requirement,Firms should also implement proactive and innovative approaches to promoting awareness about the IDR process and sourcing complaints from vulnerable people and groups.,13,batch_13_chunk_1,ASIC RG 271,agentic_rg_aware,167,True,True,True,False,False,True
Accessibility of the IDR process,['RG 271.134'],requirement,"The IDR process must be easy to understand and use, including by people with disability or language difficulties.",13,batch_13_chunk_2,ASIC RG 271,agentic_rg_aware,113,True,True,True,True,False,False
Ensuring accessibility through multiple formats and services,['RG 271.135'],requirement,"This can be achieved by firms: (a) ensuring that information provided to the public about the IDR process is available in a range of languages and formats (including large print, Braille or audiotape); (b) using Australian Sign Language (AUSLAN) video presentations of material on their website; (c) enabling people to adjust the font size of information on their website; (d) offering text telephone (TTY) and the National Relay Service (NRS) to complainants; and (e) offering translation services to complainants or making staff available who are cross-culturally trained.",13,batch_13_chunk_3,ASIC RG 271,agentic_rg_aware,574,True,True,True,False,False,True
Flexible complaint lodgement methods,['RG 271.136'],requirement,"The process should be flexible about how complaints are lodged and offer multiple lodgement methods—including telephone, email, letter, social media, in person, or online. Complaints do not need to be in writing—in some cases, insisting that complaints are in written form can be a disincentive to the complainant.",13,batch_13_chunk_4,ASIC RG 271,agentic_rg_aware,314,True,True,True,False,False,True
Training staff to assist complainants,['RG 271.138'],requirement,"Firms should train staff to proactively identify, support and assist people who need help to make a complaint.",13,batch_13_chunk_5,ASIC RG 271,agentic_rg_aware,110,True,True,True,True,False,False
Allowing representatives to lodge complaints,['RG 271.139'],requirement,"Firms should allow representatives to lodge complaints on behalf of complainants. Such representatives might include financial counsellors, legal representatives, family, friends and members of parliament. Firms should not put in place barriers to accepting authorities from these representatives. Once a firm is notified that a complainant has authorised a representative, the firm should not contact the complainant directly unless: (a) the complainant specifically requests direct communication with the firm; (b) the firm reasonably believes that the representative is acting against the complainant’s best interests; (c) the firm reasonably believes that the representative is acting in a deceptive or misleading manner with the complainant and/or the firm; (d) the firm reasonably believes that the representative is not authorised to represent the complainant; or (e) at the time the firm is dealing with the complaint, the representative has been excluded by AFCA from representing complainants in relation to any complaint lodged with AFCA.",13,batch_13_chunk_6,ASIC RG 271,agentic_rg_aware,1049,True,True,True,False,False,True
Reviewing effectiveness of IDR communications,['RG 271.140'],requirement,Firms should continuously review the effectiveness of IDR communications.,13,batch_13_chunk_7,ASIC RG 271,agentic_rg_aware,73,True,False,True,True,False,False
No charges or detriment for complainants,['RG 271.141'],requirement,The IDR process must be free to complainants. We consider that: (a) material explaining the IDR process must be provided free of charge to complainants; and (b) complainants must be able to make or pursue their complaint via the IDR process free of charge.,13,batch_13_chunk_8,ASIC RG 271,agentic_rg_aware,256,True,True,True,False,False,True
Resourcing the IDR process,['RG 271.142'],requirement,"The IDR process must be resourced so that it operates fairly, effectively and efficiently. The financial firm must regularly review whether the IDR process is adequately resourced.",13,batch_13_chunk_9,ASIC RG 271,agentic_rg_aware,180,True,True,True,False,False,True
Staffing numbers for complaint handling,['RG 271.143'],requirement,Staffing numbers must be sufficient to deal with complaints in a fair and effective manner within maximum IDR timeframes. This includes resourcing the IDR function to deal with intermittent spikes in complaint volumes.,13,batch_13_chunk_10,ASIC RG 271,agentic_rg_aware,218,True,True,True,False,False,True
Roles and responsibilities in the IDR process,['RG 271.144'],requirement,Staff expected to play a role in the firm’s IDR process include: (a) the chief executive (or equivalent) and senior management; (b) the manager responsible for the IDR process; (c) staff managing complaints; (d) business unit managers; and (e) frontline staff.,13,batch_13_chunk_11,ASIC RG 271,agentic_rg_aware,260,True,True,True,False,False,True
Understanding roles and responsibilities,['RG 271.145'],requirement,All staff should understand their roles and responsibilities in relation to the IDR process.,13,batch_13_chunk_12,ASIC RG 271,agentic_rg_aware,92,True,False,True,True,False,False
Empowering staff with authority to resolve complaints,['RG 271.146'],requirement,Firms must provide relevant staff with appropriate authority to be able to resolve complaints.,13,batch_13_chunk_13,ASIC RG 271,agentic_rg_aware,94,True,False,True,True,False,False
Authorities and financial delegations for complaint resolution,['RG 271.147'],requirement,Firms must ensure that the authorities for determining and/or approving complaint outcomes (including product contract variations) and the financial delegations in place for paying amounts to complainants facilitate the fair and efficient resolution of complaints.,13,batch_13_chunk_14,ASIC RG 271,agentic_rg_aware,264,True,True,True,False,False,True
"Skills, attributes and training for complaint handling staff",['RG 271.148'],requirement,"We expect staff who deal with complaints to have the knowledge, skills and attributes to effectively perform their roles. This includes: (a) knowledge of this regulatory guide, consumer protection laws relating to financial products and services, AFCA approaches and relevant industry codes of practice; (b) an understanding of the products and services offered by the financial firm; (c) empathy, respect and courtesy; (d) awareness of cultural differences and the ability to identify and assist complainants who need additional assistance; (e) strong verbal and written communication skills; and (f) analytical thinking and good judgement.",13,batch_13_chunk_15,ASIC RG 271,agentic_rg_aware,641,True,True,True,False,False,True
Incorporating complaint handling skills into HR documents,['RG 271.149'],requirement,"Firms should incorporate these skills and attributes into key human resource documents for complaint management staff, including position descriptions, development plans and performance assessments.",13,batch_13_chunk_16,ASIC RG 271,agentic_rg_aware,198,True,True,True,False,False,True
Training for Complaint Handling Staff,['RG 271.150'],requirement,"Firms should provide targeted induction and ongoing training to staff who handle complaints. Topics may include: (a) the firm’s IDR policy and process, including roles, responsibilities, authority and escalation points; (b) the requirements of this guide; (c) financial services consumer protection laws, AFCA position statements and industry codes of practice; (d) the firm’s products and services; (e) how to identify and help complainants who need additional assistance; (f) dealing with unreasonable complainant conduct; (g) effective communication and negotiation techniques; (h) effective written communications; (i) complaint data capture and internal reporting; (j) issues identification and analysis; and (k) identifying and escalating possible systemic issues.",14,batch_14_chunk_0,ASIC RG 271,agentic_rg_aware,770,True,True,True,False,False,True
Materials and Equipment for Complaint Management Staff,['RG 271.151'],requirement,"Firms should provide complaint management staff with adequate materials and equipment to handle complaints. This includes scripts, FAQs, checklists, sample letters and templates, specialist support materials, complaint management IT systems and finances.",14,batch_14_chunk_1,ASIC RG 271,agentic_rg_aware,254,True,True,True,False,False,True
"Health, Safety and Support for Complaint Management Staff","['RG 271.152', 'RG 271.170']",requirement,Firms should develop health and safety policies to support staff involved in complaint management. This may include: (a) policies and procedures for managing unreasonable conduct by complainants (see RG 271.170); (b) protecting the identity of staff where required; and (c) providing access to internal debriefing sessions or employee assistance programs.,14,batch_14_chunk_2,ASIC RG 271,agentic_rg_aware,355,True,True,True,False,False,True
Regular Review of IDR Resources,['RG 271.153'],requirement,Firms should regularly review the adequacy of IDR resources.,14,batch_14_chunk_3,ASIC RG 271,agentic_rg_aware,60,True,False,True,True,False,False
Responsiveness of IDR Processes,['RG 271.154'],requirement,Firms’ IDR processes should work efficiently and be capable of responding to each complaint in a timely and flexible manner. This includes meeting the maximum IDR timeframes set out in this guide.,14,batch_14_chunk_4,ASIC RG 271,agentic_rg_aware,196,True,True,True,False,False,True
Encouraging Early Resolution of Complaints,['RG 271.155'],requirement,"Firms should actively encourage staff to resolve complaints, wherever possible, at the first point of contact.",14,batch_14_chunk_5,ASIC RG 271,agentic_rg_aware,110,True,True,True,True,False,False
Monitoring First Contact Complaint Resolutions,['RG 271.156'],requirement,Firms’ data analysis and internal reporting should measure and actively monitor the volume of complaints resolved at first point of contact.,14,batch_14_chunk_6,ASIC RG 271,agentic_rg_aware,140,True,True,True,True,False,False
Acknowledging Complaints,['RG 271.157'],requirement,Complaints should be acknowledged in accordance with the requirements set out at RG 271.157.,14,batch_14_chunk_7,ASIC RG 271,agentic_rg_aware,92,True,False,True,True,False,False
Assessment and Prioritisation of Complaints,['RG 271.158'],requirement,"When a complaint is received, complaint management staff should assess and prioritise complaints according to the urgency and severity of the issues raised. Example of matters that should be prioritised include where: (a) the complainant is experiencing domestic or financial abuse; (b) the complainant has a serious or terminal illness; or (c) a delay in addressing the complaint could adversely affect the complainant’s basic living conditions.",14,batch_14_chunk_8,ASIC RG 271,agentic_rg_aware,446,True,True,True,False,False,True
Flexible Complaint Handling,"['RG 271.159', 'RG 271.160']",requirement,"Firms should deal with complaints with as little formality as possible and avoid requirements (e.g. that a complaint must be lodged in writing) that restrict complainants’ access to the IDR process. Firms should adopt a range of flexible complaint management approaches that promote early resolution, wherever appropriate.",14,batch_14_chunk_9,ASIC RG 271,agentic_rg_aware,322,True,True,True,False,False,True
Range of Possible Remedies for Complaints,['RG 271.161'],requirement,"Firms should consider a broad range of possible remedies when attempting to resolve complaints. Remedies may include: (a) an explanation of the circumstances giving rise to the complaint; (b) an apology; (c) provision of assistance and support; (d) a refund or waiver of a fee or charge; (e) a goodwill payment; (f) a payment of compensation; (g) a waiver of a debt; (h) replacing damaged or lost property; (i) correcting incorrect or out-of-date records; (j) repairing physical damage to property; (k) changing the terms of a contract; (l) ceasing legal or other action that may cause detriment; and (m) undertaking to set in place improvements to systems, procedures or products.",14,batch_14_chunk_10,ASIC RG 271,agentic_rg_aware,681,True,True,True,False,False,True
Timely Implementation of Resolution Outcomes,['RG 271.162'],requirement,Firms should ensure that any agreed resolution outcomes are implemented in a timely manner when a complaint is closed.,14,batch_14_chunk_11,ASIC RG 271,agentic_rg_aware,118,True,True,True,True,False,False
Maximum IDR Timeframes for Responses,['RG 271.163'],requirement,Financial firms must adhere to our requirements for issuing IDR responses within maximum IDR timeframes: see RG 271.163.,14,batch_14_chunk_12,ASIC RG 271,agentic_rg_aware,120,True,True,True,True,False,False
Recording Complaint Outcomes,['RG 271.164'],requirement,"When closing a complaint, firms should record the complaint outcome, complaint remedy and financial compensation amount (if any).",14,batch_14_chunk_13,ASIC RG 271,agentic_rg_aware,129,True,True,True,True,False,False
Timely Implementation of Complaint Resolution Outcomes,['RG 271.165'],requirement,"Firms must ensure that complaint resolution outcomes (e.g. refunds, fee waivers, correction of records, compensation payments) are implemented in a timely manner when a complaint is closed.",14,batch_14_chunk_14,ASIC RG 271,agentic_rg_aware,189,True,True,True,False,False,True
Ensuring Objectivity and Fairness in Complaint Management,['RG 271.166'],requirement,"We expect firms to develop processes that ensure each complaint is managed fairly, objectively and without actual or perceived bias.",14,batch_14_chunk_15,ASIC RG 271,agentic_rg_aware,132,True,True,True,True,False,False
Managing Complaints Objectively,['RG 271.167'],requirement,"Financial firms should manage complaints objectively and without actual or perceived bias. This requires that: (a) IDR processes allow adequate opportunity for each party to make their case; (b) wherever possible, the complaint is considered by staff not involved in the subject matter of the complaint. We recognise that this will not always be possible for a small financial firm.",14,batch_14_chunk_16,ASIC RG 271,agentic_rg_aware,382,True,True,True,False,False,True
Considering Views of Interested Persons in Complaint Handling,['RG 271.168'],requirement,"IDR processes allow for other persons who may request an information return (e.g. beneficiaries), and who may reasonably have an interest in the outcome of a traditional services complaint, to be identified, notified and their views considered, where relevant to the efficient and fair handling of the complaint.",14,batch_14_chunk_17,ASIC RG 271,agentic_rg_aware,312,True,True,True,False,False,True
Privacy Compliance in Complaint Handling,['RG 271.169'],requirement,Firms need to have processes and systems in place to ensure that they comply with their obligations under privacy laws when dealing with complaints.,14,batch_14_chunk_18,ASIC RG 271,agentic_rg_aware,148,True,True,True,True,False,False
Managing Unreasonable Complainant Conduct,['RG 271.170'],requirement,"Each complaint should be managed in an equitable manner, including those lodged by complainants who display unreasonable or challenging behaviour. Firms should develop a policy for dealing with unreasonable or challenging complainant conduct. Note: For more information about dealing with unreasonable conduct by complainants, see Appendix E to AS/NZS 10002:2014.",14,batch_14_chunk_19,ASIC RG 271,agentic_rg_aware,363,True,True,True,False,False,True
Postponement of actions affecting complainants,"['RG 271.171', 'RG 271.101']",requirement,"RG 271.171 Where appropriate, financial firms should postpone actions that could adversely affect the complainant until the complaint has been finalised and an IDR response has been provided: see RG 271.101 regarding the postponement of legal proceedings or other enforcement action while the financial firm is considering a hardship notice or request to postpone enforcement proceedings.",15,batch_15_chunk_0,ASIC RG 271,agentic_rg_aware,388,True,True,True,False,False,True
Complaint management documentation requirements,['RG 271.172'],requirement,"RG 271.172 Complaint management documentation is a key component of a financial firm’s IDR process. Firms must have a publicly available, readily accessible complaints policy and an internal complaint management procedure. Firms must provide material that explains their IDR process free of charge to complainants.",15,batch_15_chunk_1,ASIC RG 271,agentic_rg_aware,314,True,True,True,False,False,True
Contents of a firm's complaints policy,['RG 271.173'],requirement,"RG 271.173 A firm’s complaints policy should explain: (a) how consumers may lodge a complaint with the firm (e.g. online, by email, by phone and in person); (b) the options available to assist complainants who might need additional assistance to lodge a complaint; (c) the firm’s key steps for dealing with complaints, including acknowledgement, assessment and investigation, and provision of an IDR response; (d) response timeframes; and (e) details about accessing AFCA where a complaint is not resolved.",15,batch_15_chunk_2,ASIC RG 271,agentic_rg_aware,506,True,True,True,False,False,True
Accessibility of the complaints policy,['RG 271.174'],requirement,"RG 271.174 The complaints policy should be readily available to the public, in a range of formats and languages. In particular, the policy should appear on the firm’s website in an accessible location.",15,batch_15_chunk_3,ASIC RG 271,agentic_rg_aware,201,True,True,True,False,False,True
Internal complaint management procedure,"['RG 271.175', 'RG 271.176']",requirement,"RG 271.175 Firms should have a documented internal complaint management procedure to support the public complaint management policy.

RG 271.176 The procedure should be a comprehensive and useful tool for staff who deal with complaints, providing a step-by-step guide to the entire IDR process, and clearly setting out staff roles and responsibilities.",15,batch_15_chunk_4,ASIC RG 271,agentic_rg_aware,352,True,True,True,False,False,True
Content requirements for internal complaint management procedure,"['RG 271.177', 'RG 271.27', 'RG 271.52', 'RG 271.170', 'RG 271.101', 'RG 271.165']",requirement,"RG 271.177 The internal complaint management procedure should be anchored to the IDR requirements set out in this regulatory guide, including the IDR standards. At a minimum, we expect a firm’s internal procedure to address our requirements for: (a) the definition of ‘complaint’ and the types of matters that must be dealt with in accordance with our IDR requirements (see RG 271.27); (b) proactively identifying and assisting complainants who might need additional assistance (see RG 271.52); (d) assessing and prioritising complaints according to the urgency of the issues raised (see RG 271.170); (f) investigating complaints, conducting negotiations and exploring resolution options, including appropriate remedies (see RG 271.101); (h) the content of IDR responses, including reasons for decision (see RG 271.165); (j) identifying and escalating systemic issues and complaint trends (see Section D); and (k) reporting internally about complaints (see RG 271.178).",15,batch_15_chunk_5,ASIC RG 271,agentic_rg_aware,969,True,True,True,False,False,True
Review of complaint management documentation,['RG 271.178'],requirement,"RG 271.178 Firms should regularly review the adequacy of complaint management documentation, including the complaints policy and internal procedure.",15,batch_15_chunk_6,ASIC RG 271,agentic_rg_aware,148,True,True,True,True,False,False
Recording complaints and complaint tracking system,['RG 271.179'],requirement,RG 271.179 Firms must record all complaints that they receive. They must have an effective system for recording information about complaints. The system must enable firms to keep track of the progress of each complaint.,15,batch_15_chunk_7,ASIC RG 271,agentic_rg_aware,219,True,True,True,False,False,True
Designing complaints system to suit business needs,['RG 271.180'],requirement,"RG 271.180 Firms should design their complaints system to suit the nature, scale and complexity of their business, including the number of complaints they receive. Firms that receive few complaints might, for example, use a spreadsheet. We expect firms with large volumes of complaints to use specialised complaints software or to integrate complaint management data fields into existing customer relationship management systems.",15,batch_15_chunk_8,ASIC RG 271,agentic_rg_aware,429,True,True,True,False,False,True
Regular analysis of complaint data,['RG 271.181'],requirement,RG 271.181 Firms should analyse complaint data regularly so that they can: (a) monitor the performance of the IDR process; (b) identify possible systemic issues and areas where product or service delivery improvements are required; and (c) identify matters that are likely to need to be reported to ASIC under s912D of the Corporations Act.,15,batch_15_chunk_9,ASIC RG 271,agentic_rg_aware,340,True,True,True,False,False,True
Data items to collect and analyse for IDR performance monitoring,['RG 271.182'],requirement,"RG 271.182 To monitor the performance of the IDR process, firms should collect and analyse the following items of data (at a minimum) at regular intervals: (a) number of complaints received; (b) number of complaints closed; (c) nature of complaints (e.g. product and problem); (d) time taken to acknowledge complaints; (e) time taken to resolve or finalise complaints; (f) complaint outcomes, including: (i) number of complaints resolved; (ii) number of complaints unresolved; (iii) number of complaints abandoned/withdrawn; and (iv) details of amounts paid to complainants to resolve complaints; (g) possible systemic issues identified; and (h) number of complaints escalated to AFCA.",15,batch_15_chunk_10,ASIC RG 271,agentic_rg_aware,685,True,True,True,False,False,True
Internal reporting of complaints data to management and board,"['RG 271.183', 'RG 271.184']",requirement,"RG 271.183 Financial firms must provide reports about complaints data regularly to senior management and the firm’s board (or equivalent).

RG 271.184 These reports should include: (a) the number of complaints received; (b) the number of complaints closed; (c) the circumstances giving rise to complaints (e.g. products, services, and issues and reasons); (d) the time taken to acknowledge complaints; (e) the time taken to resolve or finalise complaints; (f) complaint outcomes, including: (i) the number of complaints resolved; (ii) the number of complaints unresolved; (iii) the number of complaints that were abandoned or withdrawn; and (iv) details of amounts paid to complainants to resolve complaints; (g) possible systemic issues identified; (h) the underlying causes of complaints; (i) complaint trends; (j) the number of complaints escalated to AFCA; and (k) recommendations for improving products or services.",15,batch_15_chunk_11,ASIC RG 271,agentic_rg_aware,920,True,True,True,False,False,True
Public reporting of complaints in annual reports,['RG 271.185'],requirement,"RG 271.185 Firms should also report on complaints in their annual reports, if applicable.",15,batch_15_chunk_12,ASIC RG 271,agentic_rg_aware,89,True,False,True,True,False,False
Monitoring and Reviewing IDR Process Performance,['RG 271.186'],requirement,"Firms should monitor and review the performance of their IDR process. This includes monitoring of complaint metrics, ongoing quality assurance and regular reviews.",16,batch_16_chunk_0,ASIC RG 271,agentic_rg_aware,163,True,True,True,False,False,True
Monitoring Key Complaint Management Metrics,['RG 271.187'],requirement,Firms should monitor the key metrics for complaint management set out in,16,batch_16_chunk_1,ASIC RG 271,agentic_rg_aware,72,True,False,True,True,False,False
Quality Assurance of Complaint Management Activities,['RG 271.188'],requirement,"Firms should carry out regular and ongoing quality assurance of complaint management activity by frontline and specialist complaints teams, including monitoring whether: (a) complaints are being recorded in the firm’s complaint management system; (b) telephone contact and correspondence with complainants is clear and consumer focused; (c) complaint outcomes are fair; and (d) complainants are being provided with their escalation options, including AFCA.",16,batch_16_chunk_2,ASIC RG 271,agentic_rg_aware,456,True,True,True,False,False,True
Conducting Regular Compliance Audits,['RG 271.189'],requirement,Firms should conduct regular compliance audits to identify and address issues of non-conformity with this regulatory guide and internal requirements.,16,batch_16_chunk_3,ASIC RG 271,agentic_rg_aware,149,True,True,True,True,False,False
Frequency and Actions for Compliance Audits,['RG 271.190'],requirement,"Unless the number of complaints is very small, we would expect compliance audits to be undertaken at least annually. Where non-compliance with this regulatory guide is identified, appropriate action should be taken—such as performance feedback, re-training and enhanced supervision for complaints management staff and, where appropriate, rectification for the complainants adversely affected by the non-compliance.",16,batch_16_chunk_4,ASIC RG 271,agentic_rg_aware,414,True,True,True,False,False,True
