text,label
"Leading up to purchasing my first rental property, I was in contact with several insurance companies regarding coverage. XXXX and XXXX XXXX were my final XXXX, and I told both agents whoever got me a quote before my closing date would get my business, as the turnaround was short. The date of closing was XX/XX/XXXX. XXXX XXXX got me this information and I went with them for insurance. On XX/XX/XXXX, XXXX sent me their package for XXXX XXXX, and I informed the agent that due to them submitting after the deadline, I went with another company. After getting some mail from XXXX, I reached out again a little over a week later and asked them to cancel whatever policy they signed me up for. They responded but did not cancel. I got more mail and a text that I needed to pay in XXXX or my coverage would be stopped, so I again, told them to cancel the policy as I already obtained other coverage for the third time. XXXX is trying to bill me for the policy from XXXX XXXX XXXX, and I'm filing a formal complaint against the debt collection company for not doing their due diligence before threatening to hurt my credit score and demanding payment for an insurance service I never wanted or received. The name of the debt collection company is Credit Collection Services ( CCS USA ), XXXX XXXX XXXX, XXXX, MA, XXXX.",Debt collection
"Credit Acceptance corporation made a XXXX car loan in my name without verification that the purchaser wasnt me and the SS number wasnt theirs. They then dinged my credit, harming me. XXXX  recorded a call with them in which they denied using my SS number!",Vehicle loan or lease
"I am writing to formally demand validation of the collection account referenced in your recent correspondence. Under the rights afforded to me by the Fair Debt Collection Practices Act ( FDCPA ), 15 U.S.C. 1692g ( b ), I request that your office provide complete and verifiable documentation confirming the legitimacy of this debt. 

This validation must include, at a minimum : The full name and address of the original creditor, The original account number, A detailed accounting of the total amount owed, including principal, interest, fees, and any other charges, A complete payment history, and Proof that I am legally obligated to pay this debt, including a signed contract or other authoritative documentation. 

Until such validation is provided, you are legally required to suspend all collection activity and refrain from reporting this account to any credit reporting agencies, as mandated by law. This request is made to ensure that the information you are reporting is accurate, lawful, and not the result of an error, misunderstanding, or fraudulent activity.",Debt collection
I attempted to deposit {$600.00} cash into and ATM the ATM ate my money and then died I instantly called USAA and they did basically nothing for XXXX weeks untill they gave me a reimbursement and now month or so later they try to take the XXXX again,Checking or savings account
"Earlier this year, I opened a Wells Fargo account in person with the assistance and approval of branch leadership after providing identification and completing the banks standard verification procedures. Approximately XXXX days later, the account was unexpectedly closed by Wells Fargos internal risk department.

Based on conversations and the circumstances surrounding the closure, it appears this decision may be connected to a much older account issue from many years ago in which I was the victim of fraud and unauthorized use involving my banking information. I want to make absolutely clear that I was not the perpetrator of fraud, was never accused or convicted of any criminal wrongdoing, and did not intentionally misuse any account or banking service. 

What is especially concerning is that despite the significant amount of time that has passed, and despite Wells Fargo personnel reviewing and approving me for a new account relationship earlier this year, I appear to remain subject to a permanent internal restriction without meaningful reconsideration or review. 

Consumers who experience fraud or identity theft should not be indefinitely treated as though they themselves committed fraud. I fully understand and respect Wells Fargos obligation to protect against financial crime and manage risk. However, I believe there should also be a fair process that distinguishes actual perpetrators of fraud from consumers who were themselves victims of unauthorized activity.

Since the original incident occurred many years ago, I have continued maintaining banking relationships elsewhere without issue. I have never engaged in intentional fraud, account abuse, or criminal conduct. I am simply requesting the opportunity to maintain ordinary personal and business banking services with Wells Fargo like any other legitimate customer. 

I am respectfully requesting : * a formal executive-level review of my profile and any internal fraud or risk coding associated with my name, * confirmation regarding whether negative information was reported to ChexSystems, XXXX XXXX  XXXX , or similar consumer reporting agencies, * correction of any inaccurate or misleading fraud-related classifications if present, * and fair reconsideration of my eligibility to maintain personal and business banking relationships with Wells Fargo. 

Given the amount of time that has passed, the lack of any criminal wrongdoing, and the fact that I was the victim rather than the perpetrator of fraud-related activity, I respectfully believe continued indefinite restriction from banking services is unreasonable and warrants reevaluation.",Checking or savings account
I recently reviewed my credit report and I was shocked by what I found. There are accounts and inquiries on here that I never opened and have no knowledge of. This is seriously affecting my ability to get approved for credit and its causing me a lot of stress. I need these accounts removed from my report immediately. XXXX  attached the specific items XXXX disputing that need to be removed immediately. Please look into this as soon as possible I am stressed!,Credit reporting or other personal consumer reports
"XXXX fraudulent charges in the amount of {$1200.00} each paid from my checking account on XXXX XXXX XXXX. Initially reversed when I reported the fraudulent activity, but later restored by USAA. 

These charges were from an internet based company that I have no relationship with. I have requested proof that I authorized the charges, but that has not been provided.",Checking or savings account
"I went in to the Wells Fargo branch at XXXX XXXX XXXX XXXX, XXXX, NV, XXXX. Around XXXX on XX/XX/year>. I was hoping to perform an {$8000.00} wire transfer as it is a service they advertise/offer. I was denied service by staff. They said they only have one banker on site who was getting ready to leave ( but still there ). My banker spoke with the branch manager who came to talk to me and did not offer to render the service themself but rather said I could wait XXXX minutes or go to another branch ( or use the app, I prefer in person banking and was wanting to pay the premium ). This branch also has terrible access to open ATMs ( an issue for another day ). I can not believe that it is in Wells Fargo 's code of ethics to deny their customers a service they advertise as having on-site during business hours. Quite upset ( but calm and respectfully ), I asked how I go about cancelling my Wells Fargo account and the branch XXXX said they can't do that but can withdrawal my funds. They did nothing to try and keep me as a customer, and in turn I'm actively seeing what my other options are. The irony there is beyond me.. I would be willing to bet that person has the capability to perform my wire transfer but choose not to render a service that is advertised ( denied service ). I left and was recommended to file this complaint with CFPB, so I called the branch hoping to get their branch #, and nobody answered the phone. I've been on the phone with Wells Fargo customer service ( for XXXX minutes now ) who also couldn't find their branch # and I put in a formal complaint through the WF customer service rep as well. I could not be more let down at how this was handled, the lack of customer service, unprofessional attitude, denial of service, and the time I've since wasted instead of making a wire transfer which was time sensitive. Wells Fargo case # : XXXX",Checking or savings account
"I began a refinance application in XX/XX/year> and signed initial disclosures on XX/XX/year>. I paid a {$490.00} appraisal fee on XX/XX/year>. I later learned the appraisal was delayed due to an internal fee issue regarding the property classification. My loan was conditionally approved on XX/XX/year>, and my wife and I submitted all requested financial documents multiple times throughout the process. The appraisal was completed on XX/XX/year>, and I received revised disclosures on XX/XX/XXXX and XX/XX/XXXX with increased points and changed loan terms. On XX/XX/year>, I requested a XXXXXXXX XXXX XXXXXXXX ( XXXX ) after the appraisal came in at {$740000.00}. I later contacted the appraisal company and was told no XXXX request appeared to have been submitted. Despite months of processing and repeated document requests, my refinance was denied in XX/XX/year> for insufficient income. I have also experienced lack of communication and unanswered calls and emails regarding my file.",Mortgage
"I received a letter at the end of XXXX stating that I owed money to the state of Alabama for taxes from many years ago. I tried using their online system to pay but couldnt get logged in. I left it for another day. Then, they put a garnishment on my bank account with Regions Bank. According to Regions, they charge an excessive fee for garnishments in the amount of {$100.00}. It is unclear whether or not they charge this each time money is deducted for the garnishment since I did not initially have money in that account and as the wording on the garnishment letter from them ( dated XX/XX/XXXX ) states, In accordance with our deposit agreement, a single processing fee of {$100.00} will be deducted on the day that funds are remitted or released by the ordering authority. Either way, {$100.00} is an excessive fee and should not be allowed. I was charged this fee on XX/XX/XXXX.",Checking or savings account
"I responded to a pre-approved credit card offer on XX/XX/year> from Continental Finance Company in association with The Bank of Missouri and was approved. 
I paid the processing fee of {$95.00} via transfer from my savings account and received reference # XXXX. 
I have not received a physical credit card and get email reminders every other day to call & activate my card yet I have no card. I have tried to contact CFCXXXX both by phone & through their website but need the last four digits of my card number to proceed through their IVR so speaking to a human for assistance is not possible.",Credit card
"Received : XX/XX/year> XXXX XXXX  Expires : XX/XX/year> XXXX XXXX  From : XXXX To : XXXX XXXX : Subject : We received your concerns Attachments : XXXX XXXX, XXXX XXXX Images in this message have been disabled.

This message was sent securely using XXXX Wells Fargo case number : XXXX Dear XXXX XXXX : Thank you for contacting us. We completed our research and are providing details to address your concerns. 

XXXX inquiry The documents you provided are related to your employers XXXX ( k ) plan, which is managed by XXXX XXXX XXXX. Since XXXX issued the check, we recommend continuing to work directly with them and filing a missing check claim if you havent already done so. 

Because this situation may involve potential financial fraud, you may also want to contact your local law enforcement to see what options are available for recovery or further investigation. Wells Fargo will fully cooperate with law enforcement if they become involved.

While we realize the information provided may not alleviate your frustrations, we hope this letter helps to clarify our actions about this matter. We strive to provide exceptional service and were sorry we didnt meet that expectation in this instance.

Case status We have closed the case as of the date of this letter. If we receive additional information, we will open a new case to address any remaining or new concerns.

How to contact us We appreciate the time and effort you took to contact us. If you have questions, you may reach me at XXXX, ext. XXXX, Monday through Friday from XXXXXXXX XXXX to XXXXXXXX XXXX Eastern Time. We accept telecommunications relay service calls from individuals with hearing or speech disabilities. This includes calls facilitated by a trusted third party, such as a family member, so long as the customer is present and actively participating in the entire communication.

If there is an attachment to this email and you can not read it, please contact us.

Sincerely, XXXX XXXX XXXX Representative XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXXXXXX XXXX, SD XXXX - And I responded that this is causing a hardship of loosing my place of residence for stealing my funds. I cant afford this when I am responsible for caring for an elderly person in my care who lives with me. I need MY stolen XXXX funds Immediately, Also I stated : I will appeal the banks decision which will be forwarded also to the Office of The Comptroller of Currency for fraud on behalf of Wells Fargo Bank in its wilful and intentional actions and attempts of dispensing my XXXX XXXX funds to a fraudulent individual without proper identification I have obtained new evidence against Wells Fargo Bank : See attached",Checking or savings account
"I am filing this complaint regarding Unity Asset Managements debt collection practices.

I have had multiple phone interactions with this company that I believe involve deceptive, intimidating, and potentially unlawful collection tactics.

During one phone call, after I declined to provide personal information because I was uncertain who I was speaking with, a representative stated : Since you dont want to comply, were pushing this to judgment.

During another call, I informed the representative that I was willing to make a payment on the XXXX. The representative responded by saying : Youre prolonging it and thats not going to work, in a threatening and intimidating tone.

Representatives consistently speak in vague or coded language, refuse to clearly explain the status of the alleged debt, and make statements that appear designed to pressure me into immediate payment through fear of legal action.

I explicitly told this company to stop calling me.

I am requesting that this company : Cease all telephone communication with me.

Provide written validation of the alleged debt.

Stop making misleading statements regarding judgments, lawsuits, or legal action unless such action has actually been filed.

Investigate the conduct of the representatives involved in these calls.

I believe these communications may constitute deceptive, misleading, or harassing debt collection practices.",Debt collection
"I am formally disputing several collection accounts that appear on my credit report because I believe they are the result of identity theft and inaccurate reporting. These accounts are negatively affecting my credit score and preventing me from being approved for housing, credit, and other financial opportunities.

I am requesting an immediate investigation and removal of these accounts from my credit report pursuant to the Fair Credit Reporting Act ( FCRA ). 

XXXX. ProCollect Balance : {$1500.00} Date Opened : XX/XX/XXXX I have never lived at the address associated with this account and do not recognize or authorize this debt. I believe this account may have been opened fraudulently or reported due to identity theft. 

XXXX. XXXX XXXX XXXX XXXX XXXX. 
Balance : {$1500.00} Date Opened : XX/XX/XXXX I have no knowledge of this account and do not acknowledge responsibility for this debt. I am requesting verification and proof that this account belongs to me. 

XXXX. Receivable Management Services Balance : {$570.00} Date Opened : XX/XX/XXXX I do not recognize this account and believe it XXXX be fraudulent. I request immediate verification or removal if the account can not be validated. 

XXXX. XXXX XXXX XXXX Date Opened : XX/XX/XXXX I am disputing this account because I do not believe it belongs to me and I have not authorized this debt. 

XXXX. XXXX XXXX XXXX Date Opened : XX/XX/XXXX I do not recognize this account and believe it XXXX be connected to identity theft or inaccurate reporting. 

These accounts are causing significant harm to my credit profile and financial standing. If the companies can not provide proper documentation proving these debts belong to me, I request that they be deleted from my credit report immediately.",Debt collection
"After I submitted all required documents, XXXX from the Resolution Team reviewed and verified everything. She confirmed that my account was fully verified, removed all restrictions, and successfully unfroze my account. At that point, I was able to log in without any issues on XX/XX/year> around XXXX However, shortly after, I was transferred to another representative ( a lady from the fraud department ) for no reason and some additional questions I still have. During this interaction, the representative was unexpectedly rude, unprofessional, and hostile. Despite my account already being verified and restored, she proceeded to disregard the prior resolution, added new notes to my account, and demanded that I resubmit all documents and repeat the verification process. 

This is extremely confusing and unacceptable. My account had already been fully verified and reactivated by XXXX, and I was able to access it successfully. Reversing that resolution without clear justification raises serious concerns about inconsistency and internal communication within your team. 

I request a clear explanation of why my verified status was overturned and why I am being asked to repeat a process that had already been completed and confirmed. This situation needs to be reviewed and resolved promptly. 

All documents had been submitted and it was 100 % verified and confirmed by XXXX XXXX from the resolution team in this morning XX/XX/year> around XXXX ( To be very clear ) During my first call, XXXX XXXX initially strongly refused to review or assist with the documents I submitted, despite my repeated attempts to explain my situation. Only after I persistently asked for proper assistance did she finally contact the Fraud Department to verify the documents. After confirming with them that everything was valid and acceptable, she then proceeded to review my documents. This raises serious concerns as to why I was denied assistance in the first place when the documents were ultimately confirmed as legitimate.

During my second call, the situation became even more disturbing. XXXX XXXX behavior was hostile, dismissive, careless, and highly unprofessional. Instead of attempting to assist me, she appeared determined to push me away without providing any clear explanation. I repeatedly asked why she refused to help me and requested a proper explanation regarding my case. Rather than answering my questions professionally, she ignored me completely and transferred me back to the Fraud Department.The second representative from the Fraud Department was equally unhelpful and unprofessional. Not only did she refuse to properly assist me, but she also abruptly hung up the call on me, which I found extremely disrespectful and unacceptable.

The overall experience I received from BMO was deeply frustrating, emotionally distressing, and entirely unacceptable. I spent significant time and effort trying to resolve this matter properly, only to be treated with disregard, disrespect, and what appeared to be intentional avoidance. Based on the repeated dismissive behavior and the way I was treated throughout these interactions, I strongly believe I may have been subjected to discriminatory treatment and unfair personal targeting.

Customers seeking legitimate assistance should never be forced to repeatedly beg for help, be ignored, transferred around without explanation, or treated in such an unprofessional manner. This experience has severely damaged my trust and confidence in BMOs customer service and complaint handling process.

I respectfully request that this matter be taken seriously and investigated thoroughly. I would appreciate a formal review of the conduct of the employees involved, including call recordings and case handling procedures, and I expect appropriate action to be taken to ensure no other customer experiences similar treatment.",Checking or savings account
"I am filing a complaint regarding the misuse and sharing of my personal information after using the MoneyLion app to submit a personal loan request. 

I specifically submitted a loan inquiry through a lender that was listed within your app, XXXX. Shortly after submitting my information, I began receiving numerous nonstop spam phone calls, text messages, and emails from companies that were never listed or disclosed to me during the application process, including companies such as XXXX, XXXX, and others. 

I did not provide authorization for my personal information to be distributed to unrelated third-party lenders or marketing companies beyond the lender I selected. The volume of unsolicited communications strongly suggests that my information was shared or sold without my informed consent. 

This situation has caused significant frustration and concern regarding the handling of my personal data and privacy. I am requesting the following : - A clear explanation of how my information was shared and with which companies. 
- Immediate removal of my information from any third-party marketing or lead-generation lists associated with this request. 
- Confirmation that my information will not be further distributed. 
- Instructions on how to fully opt out of any additional communications resulting from this inquiry. 

Please treat this matter seriously and respond promptly regarding the handling of my personal information and privacy rights.",Checking or savings account
"On XX/XX/XXXX, there were XXXX purchases for {$970.00} ; XXXX declined, the other went through successfully on my credit card. I called Citi that day and they told me they couldn't stop it and to call XXXX. I immediately reached out to XXXX the same day. 

The only way to contact XXXX was via online chat and they stated they couldn't stop the charges but would send it to the fraud department. I called Citi back and they said dispute within XXXX of posting. This was all on XX/XX/XXXX the day of the purchases. 

XXXX emailed me on XX/XX/XXXX acknowledging someone got into my account and they changed the security and now I have to talk to Citi about the money. I spoke with multiple people in XXXX who said you have XXXX  days. I made the dispute on XX/XX/XXXX, after the holiday rush. 
. 
About XXXX days after filing the dispute I get an answer that I did not respond to XXXX in XXXX timely fashion to request a refund. I have emails and pdfs of chats where I requested this. the case was closed. I called and had Citi reopen it in XXXX and supplied the emails and chat pdfs. 

Citi sent a letter stating it was received. Then XXXX days later I got a letter that said it was not received and that it was now closed. I called XXXX, still in XXXX, they reopened and told me they will review by XX/XX/XXXX. I received nothing on XX/XX/XXXX. 

I called on XX/XX/XXXX to see what happened and was told it was still being reviewed. On XX/XX/XXXX I get a letter stating they ran out of time to review ( XXXX  days ) and the decision was final, so I am responsible for the fraudulent charges. 

I spoke with XXXX people today, XXXX managers, and all said we ran out of time, there was nothing I could do. I should have disputed earlier ( even though I was in XXXX  days ) to give them more time. They had from XXXX to XXXX and did nothing with the documents. XXXX after rep stated, nothing says the documents were insufficient, XXXX  just didn't take the time to review it in a timely fashion.",Credit card
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
"In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under XXXX XXXX XXXX. 

XXXX XXXX XXXX section XXXX A. XXXX I have the right to privacy. 

XXXX XXXX XXXX Section XXXX A Section XXXX : It also states a consumer reporting agency can not furnish a account without my written instructions XXXX U.S.C XXXX. ( a ) ( XXXX ) XXXX States : no consumer reporting agency XXXX make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than XXXX years. 

XXXX XXXX. XXXX ( A ) ( XXXX ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate.",Credit reporting or other personal consumer reports
"tried to log in XXXX  XXXX XXXX XXXX  not find find my info. i called i could not get through automated XXXX phone system. disconnects, goes in circles, i went to the bank XXXX  said password. log in still does not work! tried XXXX XXXX  banking XXXX XXXX XXXX  get a rep, automated XXXX! 

XXXX  to a XXXX rep",Credit card
"To Whom It May Concern, I am formally disputing the alleged account being reported and/or collected by Tek Collect. I request immediate validation of this debt pursuant to the Fair Debt Collection Practices Act ( FDCPA ) and the Fair Credit Reporting Act ( FCRA ). 
To date, Tek Collect has failed to provide competent evidence that I have any legal obligation for this alleged debt. Specifically, they have not provided : A copy of the original signed contract bearing my wet signature Proof that I agreed to assume this debt Complete payment history and accounting records Documentation proving Tek Collect has legal authority to collect on this account Chain of assignment showing ownership of the alleged debt Verification from the original creditor validating the accuracy of the account Under the Fair Credit Reporting Act, all information reported to consumer reporting agencies must be accurate, complete, and verifiable. Reporting unverifiable information violates federal law, including but not limited to : FCRA XXXX ( b ) Requirement to follow reasonable procedures to assure maximum possible accuracy ( XXXX XXXX. XXXX ( b ) ) FCRA XXXX ( a ) Requirement to conduct a reasonable reinvestigation upon dispute ( XXXX XXXX. XXXX ) FCRA XXXX ( a ) ( XXXX ) ( A ) Prohibition against furnishing information known to be inaccurate ( XXXX U.S.C. XXXX ) FCRA XXXX ( b ) Duties of furnishers upon notice of dispute FDCPA XXXX ( b ) Requirement to validate disputed debt ( XXXX U.S.C. XXXX ) FDCPA XXXX Prohibition against false, deceptive, or misleading representations ( XXXX XXXX. XXXX ) Because Tek Collect has failed to provide sufficient validation, including any document containing my wet signature proving contractual liability, this account remains unverifiable. Therefore, pursuant to the FCRA and FDCPA, I demand : Immediate reinvestigation of this account Deletion of the account from all consumer reporting agencies if proper validation can not be produced Written confirmation of the investigation results Cessation of collection activity until validation is properly provided If this matter is not corrected, I reserve the right to file complaints with the Consumer Financial Protection Bureau ( CFPB ), Federal Trade Commission ( FTC ), and my State Attorney General, and to pursue all available legal remedies for violations of federal consumer protection laws. 
This letter serves as notice that I dispute the validity and accuracy of this alleged debt in its entirety.",Debt collection
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
SUNRISE CREDIT SERVICE is falsely reporting on my credit. I have never had any accounts with them. Per my research SUNRISE CREDIT SERVICE is a debt collector. They are falsely reporting on my credit!! Account number is # XXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under XXXX XXXX XXXX - XXXX of investigation consumer report ; you are in violation.,Debt collection
"I am submitting this complaint regarding USAA Federal Savings Banks handling of my transaction dispute, which I believe was not properly investigated. 

On XX/XX/XXXX, I was charged {$460.00} and on XX/XX/XXXX, I was charged XXXX by XXXX XXXX XXXX for a XXXX XXXX flight that included paid seat selection/upgrades. I did not receive the specific seats I selected and paid for, as the airline changed my seating without my consent. 

On XX/XX/XXXX, I filed a dispute with USAA on the basis that I paid for a service that was not provided. My claim is not that the transaction was unauthorized, but that the services purchased were not fulfilled. 

On XX/XX/XXXX, USAA denied my dispute, stating that no error occurred because the debit was processed correctly. This response failed to address the actual nature of my dispute, which is a services not rendered claim. The investigation appears to have been limited to confirming that the charge was processed, rather than determining whether the service I paid for was delivered. 

USAA did not require XXXX XXXX or XXXX XXXX XXXX to provide proof that the specific seats I originally selected and paid more per ticket for were provided to me. Instead, the burden was placed entirely on me as the consumer.",Checking or savings account
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
"On XX/XX/2026, I contacted Citibank via Live Chat to permanently close my account ( ending in XXXX ). 

The representative, "" XXXX, '' subjected me to a lengthy, time-consuming process. I was forced to jump through multiple administrative hoops, including filling out an "" Address Capture '' form and verifying my phone number. It was only after I spent a significant amount of time completing these mandatory steps that the agent informed me he could not actually close the account today. I was simply told to "" come back later. '' The stated reason for the denial was a pending {$4.00} transfer. I explicitly told the agent I did not care about the transfer and asked them to cancel or override it to close the account immediately. They refused. I am deeply concerned this is an intentional "" exhaustion tactic '' designed to keep the account open long enough to trigger another monthly service fee.

Furthermore, when I realized they were forcing the account to remain open, I asked for a chat reference number, a session ID, or an email confirming that I attempted to close the account today. The agent flatly refused to provide any documentation or proof of my request.

I am filing this complaint because Citibank is creating unreasonable, time-wasting barriers to account closure and refusing to document customer requests, effectively trapping consumers in fee cycles. I am requesting that this account be closed immediately and that Citi be barred from assessing any monthly maintenance fees from XX/XX/2026, onward.",Checking or savings account
"I have been working with XXXX XXXXMidFirst Bank regarding FHA mortgage assistance because the payment being offered through the FHA Trial Modification and Partial Claim Combo is not affordable for my household financial circumstances. 

I have submitted multiple reconsideration requests and escalation attempts explaining that I can not truthfully sign the affordability attestation for a monthly payment exceeding {$4400.00}. Despite this, I continue receiving the same automated modification offer and repeated requests to sign the attestation instead of receiving a meaningful affordability review.

I have requested review for all available FHA home retention options that may provide a sustainable and affordable monthly payment. However, I continue receiving automated responses without explanation as to why the affordability concerns I raised are not being addressed. 

I am attempting to retain my home and cooperate fully with the process. I am requesting a manual affordability review by a live specialist and confirmation that all available FHA retention options are being properly evaluated.",Mortgage
"INCIDENT REPORT Subject : Identity Theft, Employment Fraud, and Financial Exploitation Complainant : XXXX XXXX XXXX of Report : XX/XX/XXXX, XXXXLocation : XXXX XXXX 1. INCIDENT SUMMARY I, XXXX XXXX, am reporting a case of identity theft, fraudulent employment solicitation, and financial fraud. The individuals impersonating a legitimate company used a legidement employment Search Portal ( INDEED ) to public a Job Add, fake job offer to obtain personally identifiable information ( PII ), including my Social Security Number and banking details, and subsequently caused financial harm through a fraudulent schemes. 

2. TIMELINE OF EVENTS XX/XX/year> Initial Contact At approximately XXXX XXXX, I received an email from : Sender : XXXX XXXX XXXX Subject : Interview Invite for XXXX XXXX The email referenced my application via Indeed and invited me to proceed with an interview for a Remote Support Specialist position with XXXX XXXX. 
The email instructed me to contact a recruiter, identified as XXXX XXXX, via the messaging application XXXX. 

XX/XX/year> Interview and Portal Access I contacted the individual via XXXX and participated in a text-based interview process. I was directed to complete onboarding through the following portal : XXXX XXXX XXXX The process appeared legitimate and consistent with a remote employment onboarding workflow. 

XX/XX/year> Submission of Sensitive Information At approximately XXXX XXXX, I received a follow-up email from : Sender : XXXX XXXX XXXX XXXX Subject : Welcome to XXXX XXXX XXXX was instructed to log into the onboarding system and complete my employee profile. During this process, I provided sensitive personal and financial information, including but not limited to : Social Security Number Banking information for direct deposit Government-issued identification Front and Bank Personal contact details and emergency contactMailing and Physical AddressOther information solicited to complete a employee profile XXXX XXXX XXXX Fraudulent Check Provided As part of the onboarding process, I was issued an electronic check in the amount of {$2400.00}, allegedly from : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX I deposited the check into my personal bank account as instructed. 

XX/XX/year> Fraud Discovered On XX/XX/year> : My bank notified me that the deposited check was fraudulent My account had been compromised, resulting in unauthorized activity My account balance became negative due to the fraudulent transaction XX/XX/year> Loss of Contact I was scheduled to begin training on XX/XX/year>. No training occurred. 
All attempts to contact the individuals and organization via : Email Phone Signal messaging have failed. All communication ceased, confirming the fraudulent nature of the operation.XXXX XXXX, XXXX  Contacted the local authorities Ive Filed a Police Report on XX/XX/year> at the Nearest Police Station located at XXXX XXXX XXXX XXXX XXXX, XXXX XXXX, XXXX, XXXX XXXX XXXX XXXX XXXX, XXXXXXXX XXXX XXXX Police Report Number XXXX the police department they do not have jurisdiction in this type of cases since the incident was taken Online and my finatial institution is located in the USA.The police report took 14 days to be completed and provided to me in Hard Copy, When I review it it was incorrect and inconsistent with the actions. I requested a revision and it was denied. Due to the officer not having the time and they not having jurisdiction. FBI IC3 Case Report Filed Case Number : XXXXAdditial Steps Taken XX/XX/year> - I contacted XXXX XXXX to notify that their Name and image is being used to commit fraud, they responded with theirs nothing they can do and simply hang up. - I contacted the tree major credit departments and had may credit frozen and mothitord - I contacted XXXX XXXX to have my Cards replaced and watch for any unusual transactions and monitor for potential fraud. - I Filed a Complaint with the FTC - Contacted the Social Security Department to have my information under watch, they indicated they do not do that and that I should monitor on my own. 



SUSPECT INFORMATION The following identities and contact methods were used : Names Used : XXXX XXXX ( Talent Acquisition ) XXXX XXXX ( Inventory XXXX ) Email Addresses : XXXX XXXX XXXX Method of Communication : Signal messaging application Email communication Fraudulent web portal ( XXXX ) 4. OFFENSES REPORTED This incident involves the following suspected criminal violations : Identity Theft Wire Fraud Bank Fraud Impersonation of a Business Entity Unauthorized Access to Financial Information 5. EVIDENCE AVAILABLE I am in possession of the following evidence and can provide upon request : Full email communications Signal chat transcripts Fraudulent job offer documentation and onboarding materials Copy of the electronic check Banking records showing deposit, reversal, and financial loss 6. DAMAGES Financial loss associated with fraudulent check : {$2400.00} Bank account compromise and resulting negative balance with a withdrawn of {$14000.00} Exposure of Social Security Number and sensitive personal information Scam calls averaging once or twice a day from following phone numbersXXXX XXXX. Banking Institution Response : Wells Fargo has close the investigation due to the following 3 reasons : After reviewing the information you provided us and researching relevant system records, our investigation found : - The card was in your possession at the time the claim was filed and during the time of the disputed activity.- You have not lost any devices that included a digital wallet.- The transaction ( s ) in dispute were conducted with a device associated with your debit card SUSPECT INFORMATION The following identities and contact methods were used : Company Used : XXXX XXXX Names Used XXXX XXXX XXXX ( Talent Acquisition ) XXXX XXXX ( Inventory Manager ) Email Addresses : XXXX XXXX XXXX Method of Communication : XXXX XXXX XXXX  Email communication Fraudulent web portal ( XXXX  ) Website : XXXX XXXX XXXXJob Posting : XXXX XXXX XXXX is a Florida-based business outsourcing company that provides services including medical billing, coding and virtual nursing for healthcare and pharmaceutical companies","Money transfer, virtual currency, or money service"
